Text: Данный, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: блинт, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: исполнилась, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: только, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: после, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: Заполнения, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: липка, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: ответов, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: и, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: а, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: лист, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: а, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: -с, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: реакторный, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: центр, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
Text: безусловного, Number: 25, Confidence: 0.40, Bbox: [4.283749580383301, 706.6124877929688, 2274.110107421875, 2577.68994140625]
