Text: в, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: них, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: должен, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: быть, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: усиленный, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: кровоток, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: соединительная, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: вокруг, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: ткань, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: капилляров, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: будет, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: плотнее, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: чтобы, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: избежать, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: их, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: разрывая, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: при, Number: 24, Confidence: 0.65, Bbox: [5.110464096069336, 2087.903564453125, 2307.47509765625, 2589.56982421875]
Text: от, Number: 24, Confidence: 0.38, Bbox: [3.377253532409668, 387.21832275390625, 2303.70947265625, 2077.703857421875]
Text: соком, Number: 24, Confidence: 0.38, Bbox: [3.377253532409668, 387.21832275390625, 2303.70947265625, 2077.703857421875]
Text: таком, Number: 24, Confidence: 0.38, Bbox: [3.377253532409668, 387.21832275390625, 2303.70947265625, 2077.703857421875]
