Text: решение, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: -с, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: р, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: аномалии, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: в, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: развитии, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: интерприьозом, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: нормальное, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: с, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: развитие, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: без, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гипертрихоза, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: -де, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: а, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: льнет, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: в, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: мразь, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кракове, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисть, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: без, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: песперприхода, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: запоганив, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: разв, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: с, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: а, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: -с, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: д, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: ехав, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: ох, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: пасшаяся, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: развит, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: без, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гипертрихоза, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: нет, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: пошали, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: в, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: разв, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: с, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: гипертрихоз, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: золи, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: -с, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: -де, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: от, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: пошали, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: в, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: разв, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
Text: кисти, Number: 28, Confidence: 0.99, Bbox: [27.172651290893555, 48.39997482299805, 2310.0, 2517.251220703125]
