Text: Данный, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: бланк, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: использовать, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: только, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: после, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: а, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: а, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: а, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: а, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: а, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: развития, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: норма, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: д, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: хауз, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: гипертрихоз, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: ув, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: хехе, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: дочь, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: аномалией, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: развития, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: без, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: гипертрихоза, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: ху, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: сын, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: без, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: аномалии, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
Text: развития, Number: 28, Confidence: 0.79, Bbox: [37.322444915771484, 27.42471694946289, 2295.36962890625, 1964.624755859375]
