Text: Задание, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: дано, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: Анормальное, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: кисели, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: опорам, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: аденомами, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: развитии, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: киски, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: гипертрихоз, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: за, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: а, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: отсутствие, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: а, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: скрепками, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
Text: р, Number: 28, Confidence: 0.96, Bbox: [30.463455200195312, 89.7791748046875, 2283.747314453125, 2558.12255859375]
