Text: ВНИМАНИЕ, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: Все, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: бланки, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: и, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: контрольные, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: измерительные, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: материалы, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: рассматриваются, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: в, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: комплекте, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: no24), Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: -с, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: На, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: рисунке, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: здесь, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: еф, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: и, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: п, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: -с, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: рефлекторный, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: центр, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: расположен, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: в, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: правоты, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: надушен, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
Text: -с, Number: 25, Confidence: 0.69, Bbox: [5.858138084411621, 669.482177734375, 2282.93798828125, 2590.0]
