Text: в, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: капиллярах, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: большое, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: давление, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: соединительная, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: ткань, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: налагает, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: капиллярам, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: держат, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: свою, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: первоначальную, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: форму, Number: 24, Confidence: 0.35, Bbox: [1.0527210235595703, 2060.617431640625, 2272.8740234375, 2590.0]
Text: Задание, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: а, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: на, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: рисунке, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: рефлекторный, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: центр, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: безусловного, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: рефлекса, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: расположен, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: в, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: эпифизе, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: инстинкт, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: в, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: реакция, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: организма, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: на, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: внешний, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
Text: раздражитель, Number: 24, Confidence: 0.34, Bbox: [0.0, 285.9024353027344, 2282.323974609375, 1359.037353515625]
