Text: а, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: aaxy, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: аномалия, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: развития, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: нормальное, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: развитие, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: кисти, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: без, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: гипертрихоза, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: гипертрихоза, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: -де, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: aaxx-, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: пистик, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: без, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: гипертрихоза, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: девочка, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: а, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: а, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: девочка, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: нормальная, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: жисть, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: безтипертрихоза, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: А, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: а, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: Х, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: У, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: мальчик, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: аномалия, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: кисти, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: без, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: гипертрихоза, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: а, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: а, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: Х, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: Ч, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: мальчик, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: нормальная, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: кисть, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: без, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: гипертрихоза, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: Рождение, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: в, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: первом, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: браке, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: ребенка, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: нормальным, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: развитием, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: кисти, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: и, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: с, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: гипертрихозом, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: возможно, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: а, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: aaxys),, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: так, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: как, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: он, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: содержит, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: у-хромосалу, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: от, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: отца, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: который, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: болен, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: гипертрихозом, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: а, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: апрель, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: гена, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: гипертрихоза, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: наследуется, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: голоэдрические, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: который, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: дошагает, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: что, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: есть, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: у, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: отца, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: есть, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: эта, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: болезнь, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: то, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: у, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: всех, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: потомков, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: нужного, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: пола, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: тоже, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: будет, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: эта, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: нонами, Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
Text: анонамия., Number: 28, Confidence: 0.93, Bbox: [11.653043746948242, 0.0, 2299.601806640625, 1697.869873046875]
