Text: ВНИМАНИЕ, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: Данный, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: бланк, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: использовать, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: только, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: после, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: заполнения, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: обоих, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: листов, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: основного, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: бланка, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: ответов, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: -с, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: а, Number: 28, Confidence: 0.58, Bbox: [1.3612260818481445, 729.0406494140625, 2293.639404296875, 2173.68212890625]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: а, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: генотипы, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: и, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: фенотипы, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: возможных, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: дочерей, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: а, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: нет, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: гномами, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: кисти, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: нет, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: гипертрихоза, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: ха-ха, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: каналами, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: кисти, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: нет, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: гипертрихоза, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
Text: генотипы, Number: 22, Confidence: 0.32, Bbox: [30.799129486083984, 51.10908889770508, 2310.0, 788.2271118164062]
