Text: -с, Number: 22, Confidence: 0.35, Bbox: [53.99974822998047, 0.0, 2310.0, 1127.0643310546875]
Text: Чтобы, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: справляться, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: с, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: большим, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: давлением, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: в, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: крови, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: там, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: оно, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: не, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: необходимо, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: ав, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: конечности, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: жирафа, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: кровь, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: течет, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: гравитация, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: способствует, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: этому, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: а, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: соединитель, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: вред, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: ведь, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: капилляров, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: имеет, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: большую, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: плотность, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: ная, Number: 22, Confidence: 0.35, Bbox: [53.99974822998047, 0.0, 2310.0, 1127.0643310546875]
Text: ткань, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: жирафам, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: необходимы, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: плотные, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: стенки, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: капилляров, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: чтобы, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: кровь, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: под, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: большим, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: давлением, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: не, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: рвала, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: капилляры, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [53.99974822998047, 0.0, 2310.0, 1127.0643310546875]
Text: У, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: человека, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: артериальное, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
Text: давление, Number: 24, Confidence: 0.31, Bbox: [60.295326232910156, 0.0, 2310.0, 1100.867919921875]
