Text: а, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: значит, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: могут, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: быстро, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: припод, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: лекарственным, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: пре, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: каратам, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: Также, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: опусы, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: могут, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: сирень, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: встраивать, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: участки, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: своих, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: книг, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: или, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: ринк, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: в, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: в, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: и, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: паку, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: убивать, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: е, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: быстрее, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: чем, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: действу, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: вдует, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: подел, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: про, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: препарат, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: Для, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: того, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: чтобы, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: узнать, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: виляет, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: ли, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: препарат, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: на, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: вирусы, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: можно, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: вести, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: контроль, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: используя, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: микроскоп, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: -то, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: есть, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: метод, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: и, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: наблюдать, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: за, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: ними, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: (24), Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: Такой, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: процесс, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: изображен, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: на, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: рисунке, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: реакторный, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: центр, Number: 24, Confidence: 0.34, Bbox: [53.86957931518555, 500.7980651855469, 2296.29248046875, 2590.0]
Text: на, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: беседках, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: обозначен, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: цифрой, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: -с, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: Безусловный, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: рефлекс, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: вы, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: работать, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: а, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: инстинкт, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: раз, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: дается, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: при, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: от, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
Text: вождении, Number: 24, Confidence: 0.33, Bbox: [51.270381927490234, 1647.041748046875, 2301.569580078125, 2590.0]
