Text: -с, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: да, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: возможно, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: -де, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: в, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: Данный, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: генотип, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: получился, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: при, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: слиянии, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: материнской, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: залиты, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: с, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: рецессивным, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: признаком, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: и, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
Text: нормального, Number: 24, Confidence: 0.62, Bbox: [12.251775741577148, 2117.86376953125, 2258.141845703125, 2590.0]
