Text: а, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: -де, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: а, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: нет, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: аномалии, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: развития, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: кисти, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: а, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: нет, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: гипертрихоза, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: -с, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: ха, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: а, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: снование, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: развития, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: кисти, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: рапа, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: ехав, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: хо, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: хаджу, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: здоровая, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: Мужчина, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: с, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: аномален, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: женщина, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: кисты, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: и, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: гипертрихозом, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: а, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: а, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: а, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: -с, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: у, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: -де, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: -с, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: здоровая, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: без, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: признаков, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: ехав, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: Для, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: ахов, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: Здоровая, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: девочка, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: без, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: признаков, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: ехав, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: Здоровая, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: девочка, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
Text: без, Number: 28, Confidence: 0.64, Bbox: [0.0, 0.0, 2310.0, 2343.37255859375]
