Text: Данный, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: бланк, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: использовать, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: только, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: после, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: заполнения, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: бланка, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: ответов, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: -с, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: а, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: лист, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: а, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: -с, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: Усложнение, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
Text: в, Number: 22, Confidence: 0.80, Bbox: [36.28651809692383, 74.56658935546875, 2300.626708984375, 1487.876953125]
