Text: В, Number: 28, Confidence: 0.46, Bbox: [26.683094024658203, 898.9469604492188, 2308.625244140625, 2590.0]
Text: мание, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: Данный, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: бланк, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: использовать, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: только, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: после, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: заполнения, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: обоих, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: листов, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: основного, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: бланка, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: ответов, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: -с, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: а, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: составим, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
Text: решетку, Number: 28, Confidence: 0.33, Bbox: [57.820865631103516, 24.41864585876465, 2282.27734375, 903.6851806640625]
