Text: данный, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: бланк, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: использовать, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: только, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: после, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: заполнения, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: мнения, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: обоих, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: ЛИСТОВ, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: ОСНОВНОГО, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: бланка, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: ОТВЕТОВ, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: а, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: аба, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: ху, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: норм, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: пить, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: пет, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: гипертрихоз, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: меломания, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: моти, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: гипюр, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: спектрах, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: есть, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: (ax), Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: гаубиц, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: aaxx, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: девочка, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: смотав, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: жити, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: гипертрихоз, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: аба, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: логика, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: норм, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: писать, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: гипертрихоз, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: На, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: бубн, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: мальчик, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: сломал, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: пистик, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: гипертрихоз, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: аба, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: був, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: мальчик, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: норм, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: шить, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: гипертрихоз, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: aaxx, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: о, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: да, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: Ху, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: в, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: (ax), Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: ал, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: а, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: ув, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: aaxx, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: девочка, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: смотав, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: кисти, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [31.791582107543945, 41.46564865112305, 2309.901123046875, 2573.04638671875]
