Text: -с, Number: none, Confidence: none, Bbox: none
Text: Элементы, Number: none, Confidence: none, Bbox: none
Text: рефлекторной, Number: none, Confidence: none, Bbox: none
Text: форм, Number: none, Confidence: none, Bbox: none
Text: условного, Number: none, Confidence: none, Bbox: none
Text: слоноотд., Number: none, Confidence: none, Bbox: none
Text: рефлекса, Number: none, Confidence: none, Bbox: none
Text: зрительные, Number: none, Confidence: none, Bbox: none
Text: рецепторы, Number: none, Confidence: none, Bbox: none
Text: зрительный, Number: none, Confidence: none, Bbox: none
Text: нерв, Number: none, Confidence: none, Bbox: none
Text: затылочная, Number: none, Confidence: none, Bbox: none
Text: доля, Number: none, Confidence: none, Bbox: none
Text: корн, Number: none, Confidence: none, Bbox: none
Text: больших, Number: none, Confidence: none, Bbox: none
Text: викарий, Number: none, Confidence: none, Bbox: none
Text: полушар, Number: none, Confidence: none, Bbox: none
Text: продолговатая, Number: none, Confidence: none, Bbox: none
Text: мор, Number: none, Confidence: none, Bbox: none
Text: Слюнная, Number: none, Confidence: none, Bbox: none
Text: железа, Number: none, Confidence: none, Bbox: none
