Text: кумарина, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: Все, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: бланки, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: и, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: контрольные, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: измерительные, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: материалы, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: рассматриваются, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: в, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: комплекте, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: -де, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: Суть, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: эспри, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: отрицательного, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: контроля, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: в, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: отсутствии, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: экспериментального, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: воздействия, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: Экспериментатор, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: его, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: соверши, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: ведя, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: препарат, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: отрицательный, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: контра, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: надельный, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: Мой, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: вариант, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: а, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: повторить, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: действия, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: эксперимент, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: ректора, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: но, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: не, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: вводить, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: препарат, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: -де, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: нет, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: так, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: вирусная, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: нагрузка, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: до, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: и, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: после, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: введения, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: препарата, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: не, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: различается, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: года, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: практически, Number: 22, Confidence: 0.60, Bbox: [50.37746810913086, 60.616798400878906, 2247.289306640625, 1206.922607421875]
Text: Влияние, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: препарата, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: на, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: целостность, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: вирусных, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: частиц, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: можно, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: установить, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: сравнительным, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: методом, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: сравне, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: показателей, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: в, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: таблице, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: уплотняют, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: разработку, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: противовирусных, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: препарата, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: такие, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: особенности, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: жизн, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: земля, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: вирусов, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: как, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: часто, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: изменчивость, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: внесение, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: изменений, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: в, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: ген, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: ноу, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: зараженной, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: клетки, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: верящие, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: вирусы, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: сущ, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: реовирусы, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: мутации, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: лучниц, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: -де, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [101.74072265625, 1146.2701416015625, 2267.757080078125, 2216.424072265625]
