Text: Данный, Number: none, Confidence: none, Bbox: none
Text: бланк, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: Ответов, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: ЛИСТ, Number: none, Confidence: none, Bbox: none
Text: Т, Number: none, Confidence: none, Bbox: none
Text: вида, Number: none, Confidence: none, Bbox: none
Text: его, Number: none, Confidence: none, Bbox: none
Text: строении, Number: none, Confidence: none, Bbox: none
Text: потомстве, Number: none, Confidence: none, Bbox: none
Text: опоре, Number: none, Confidence: none, Bbox: none
Text: проживания, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: основе, Number: none, Confidence: none, Bbox: none
Text: биогеографической, Number: none, Confidence: none, Bbox: none
Text: лежит, Number: none, Confidence: none, Bbox: none
Text: оологическая, Number: none, Confidence: none, Bbox: none
Text: теория, Number: none, Confidence: none, Bbox: none
Text: видовой, Number: none, Confidence: none, Bbox: none
Text: популяции, Number: none, Confidence: none, Bbox: none
Text: видовой, Number: none, Confidence: none, Bbox: none
Text: популяции, Number: none, Confidence: none, Bbox: none
