Text: -с, Number: none, Confidence: none, Bbox: none
Text: Нужно, Number: none, Confidence: none, Bbox: none
Text: поставить, Number: none, Confidence: none, Bbox: none
Text: отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: клетки, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: сами, Number: none, Confidence: none, Bbox: none
Text: боролись, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: вирусом, Number: none, Confidence: none, Bbox: none
Text: иммунодефицита, Number: none, Confidence: none, Bbox: none
Text: без, Number: none, Confidence: none, Bbox: none
Text: участия, Number: none, Confidence: none, Bbox: none
Text: лекарственного, Number: none, Confidence: none, Bbox: none
Text: средства, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Остальные, Number: none, Confidence: none, Bbox: none
Text: параметры, Number: none, Confidence: none, Bbox: none
Text: оставить, Number: none, Confidence: none, Bbox: none
Text: без, Number: none, Confidence: none, Bbox: none
Text: изменений, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Такой, Number: none, Confidence: none, Bbox: none
Text: отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: необходимо, Number: none, Confidence: none, Bbox: none
Text: поставить, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: того, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: понять, Number: none, Confidence: none, Bbox: none
Text: действительно, Number: none, Confidence: none, Bbox: none
Text: ли, Number: none, Confidence: none, Bbox: none
Text: лекарство, Number: none, Confidence: none, Bbox: none
Text: способствует, Number: none, Confidence: none, Bbox: none
Text: предотвращению, Number: none, Confidence: none, Bbox: none
Text: заражения, Number: none, Confidence: none, Bbox: none
Text: клеток, Number: none, Confidence: none, Bbox: none
Text: вирусом, Number: none, Confidence: none, Bbox: none
Text: no23., Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Нельзя, Number: none, Confidence: none, Bbox: none
Text: утверждать, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: тестируемый, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: разрушает, Number: none, Confidence: none, Bbox: none
Text: вирусные, Number: none, Confidence: none, Bbox: none
Text: частицы, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: ходе, Number: none, Confidence: none, Bbox: none
Text: эксперимента, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: внесения, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: клетки, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: со, Number: none, Confidence: none, Bbox: none
