Text: -с, Number: none, Confidence: none, Bbox: none
Text: Безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: рефлекторная, Number: none, Confidence: none, Bbox: none
Text: дуга, Number: none, Confidence: none, Bbox: none
Text: Осуществляет, Number: none, Confidence: none, Bbox: none
Text: реакцию, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: раздражитель, Number: none, Confidence: none, Bbox: none
Text: инстинкте, Number: none, Confidence: none, Bbox: none
Text: рефлексов, Number: none, Confidence: none, Bbox: none
Text: осуществляет, Number: none, Confidence: none, Bbox: none
Text: определенную, Number: none, Confidence: none, Bbox: none
Text: (враждённую), Number: none, Confidence: none, Bbox: none
Text: схему, Number: none, Confidence: none, Bbox: none
Text: поведения, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Свет, Number: none, Confidence: none, Bbox: none
Text: погадает, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: зрительный, Number: none, Confidence: none, Bbox: none
Text: анализатор, Number: none, Confidence: none, Bbox: none
Text: раздражает, Number: none, Confidence: none, Bbox: none
Text: сетчатку, Number: none, Confidence: none, Bbox: none
Text: глаза, Number: none, Confidence: none, Bbox: none
Text: Передается, Number: none, Confidence: none, Bbox: none
Text: импульс, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: чувствительному, Number: none, Confidence: none, Bbox: none
Text: нейрону, Number: none, Confidence: none, Bbox: none
Text: Информация, Number: none, Confidence: none, Bbox: none
Text: поступает, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: средний, Number: none, Confidence: none, Bbox: none
Text: мозг, Number: none, Confidence: none, Bbox: none
Text: затем, Number: none, Confidence: none, Bbox: none
Text: отрабатывается, Number: none, Confidence: none, Bbox: none
Text: затылочной, Number: none, Confidence: none, Bbox: none
Text: частью, Number: none, Confidence: none, Bbox: none
Text: поры, Number: none, Confidence: none, Bbox: none
Text: больших, Number: none, Confidence: none, Bbox: none
Text: полушарий, Number: none, Confidence: none, Bbox: none
Text: Импульс, Number: none, Confidence: none, Bbox: none
Text: передается, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: вставочный, Number: none, Confidence: none, Bbox: none
Text: нейрон, Number: none, Confidence: none, Bbox: none
Text: затем, Number: none, Confidence: none, Bbox: none
Text: переходит, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: продолговатый, Number: none, Confidence: none, Bbox: none
Text: мозг, Number: none, Confidence: none, Bbox: none
Text: отх, Number: none, Confidence: none, Bbox: none
Text: сядь, Number: none, Confidence: none, Bbox: none
Text: между, Number: none, Confidence: none, Bbox: none
Text: ценным, Number: none, Confidence: none, Bbox: none
Text: центрами, Number: none, Confidence: none, Bbox: none
Text: образована, Number: none, Confidence: none, Bbox: none
Text: Двигательный, Number: none, Confidence: none, Bbox: none
Text: нейрон, Number: none, Confidence: none, Bbox: none
Text: проводит, Number: none, Confidence: none, Bbox: none
Text: импульс, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: слюнным, Number: none, Confidence: none, Bbox: none
Text: железам, Number: none, Confidence: none, Bbox: none
Text: затем, Number: none, Confidence: none, Bbox: none
Text: слюна, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: железы, Number: none, Confidence: none, Bbox: none
Text: поступает, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: ротовую, Number: none, Confidence: none, Bbox: none
Text: полость, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Размеры, Number: none, Confidence: none, Bbox: none
Text: тема, Number: none, Confidence: none, Bbox: none
Text: жирафа, Number: none, Confidence: none, Bbox: none
Text: превосходят, Number: none, Confidence: none, Bbox: none
Text: размеры, Number: none, Confidence: none, Bbox: none
Text: человечного, Number: none, Confidence: none, Bbox: none
Text: тела, Number: none, Confidence: none, Bbox: none
Text: листала, Number: none, Confidence: none, Bbox: none
Text: левого, Number: none, Confidence: none, Bbox: none
Text: желудочка, Number: none, Confidence: none, Bbox: none
Text: мощнее, Number: none, Confidence: none, Bbox: none
Text: задет, Number: none, Confidence: none, Bbox: none
Text: более, Number: none, Confidence: none, Bbox: none
Text: быстрый, Number: none, Confidence: none, Bbox: none
Text: ток, Number: none, Confidence: none, Bbox: none
Text: крови, Number: none, Confidence: none, Bbox: none
Text: г, Number: none, Confidence: none, Bbox: none
Text: жирафы, Number: none, Confidence: none, Bbox: none
Text: более, Number: none, Confidence: none, Bbox: none
Text: подвижны, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: виду, Number: none, Confidence: none, Bbox: none
Text: образа, Number: none, Confidence: none, Bbox: none
Text: жизни, Number: none, Confidence: none, Bbox: none
Text: сметные, Number: none, Confidence: none, Bbox: none
Text: невестины, Number: none, Confidence: none, Bbox: none
Text: увеличивают, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: постоянном, Number: none, Confidence: none, Bbox: none
Text: движении, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Шея, Number: none, Confidence: none, Bbox: none
Text: жирафа, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: разы, Number: none, Confidence: none, Bbox: none
Text: длиннее, Number: none, Confidence: none, Bbox: none
Text: соответственно, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: кровь, Number: none, Confidence: none, Bbox: none
Text: доходила, Number: none, Confidence: none, Bbox: none
Text: до, Number: none, Confidence: none, Bbox: none
Text: мозга, Number: none, Confidence: none, Bbox: none
Text: требуется, Number: none, Confidence: none, Bbox: none
Text: сильный, Number: none, Confidence: none, Bbox: none
Text: ток, Number: none, Confidence: none, Bbox: none
Text: крови, Number: none, Confidence: none, Bbox: none
Text: сильное, Number: none, Confidence: none, Bbox: none
Text: сокращение, Number: none, Confidence: none, Bbox: none
Text: желудочка, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: гладких, Number: none, Confidence: none, Bbox: none
Text: мышку, Number: none, Confidence: none, Bbox: none
Text: артерий, Number: none, Confidence: none, Bbox: none
Text: мышу, Number: none, Confidence: none, Bbox: none
Text: артерий., Number: none, Confidence: none, Bbox: none
