Text: no22, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: отрицательный, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: контроль, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: не, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: является, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: адекватным, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: так, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: клетку, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: введено, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: а, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: препарата, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: и, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: не, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: ясно, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: какой, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: них, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: оказывает, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: воздействие, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: на, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: В, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: И, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: Ч, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: Для, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: отрицательного, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: контроля, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: нужно, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: взять, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: группу, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: клеток, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: человека, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
Text: зараженных, Number: 22, Confidence: 0.57, Bbox: [6.214808464050293, 24.97618865966797, 2309.792724609375, 856.3450927734375]
