Text: (28), Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: Х, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: в, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: развитии, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: кисти, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: кое-, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: нет, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: из, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: р, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: в, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: гипертрихоз, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: зара, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: нет, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: аномалии, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: есть, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: аномалия, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: гипертрихоз, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: есть, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: хехе, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: есть, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: аномален, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: в, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: развитии, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: христи, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: фазу, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: о, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: нет, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: попаши, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: гипертрихоз, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -де, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: а, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: а, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: о, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: КУ, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: сеть, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: аномалия, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: нет, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: гномами, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: нет, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: гипертрихоза, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: х, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: ха, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: -с, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: есть, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: аномалия, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: худу, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
Text: есть, Number: 28, Confidence: 0.86, Bbox: [5.148255348205566, 111.7000732421875, 2301.340576171875, 2126.05859375]
