Text: внимание, Number: none, Confidence: none, Bbox: none
Text: Данный, Number: none, Confidence: none, Bbox: none
Text: бланк, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: обоих, Number: none, Confidence: none, Bbox: none
Text: листов, Number: none, Confidence: none, Bbox: none
Text: основного, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: ответов, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: Задание, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Общий, Number: none, Confidence: none, Bbox: none
Text: предок, Number: none, Confidence: none, Bbox: none
Text: сумчатых, Number: none, Confidence: none, Bbox: none
Text: мог, Number: none, Confidence: none, Bbox: none
Text: обитать, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: материке, Number: none, Confidence: none, Bbox: none
Text: от, Number: none, Confidence: none, Bbox: none
Text: которого, Number: none, Confidence: none, Bbox: none
Text: впоследствии, Number: none, Confidence: none, Bbox: none
Text: Южная, Number: none, Confidence: none, Bbox: none
Text: Америка, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: Австралия, Number: none, Confidence: none, Bbox: none
Text: отделились, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: Австралии, Number: none, Confidence: none, Bbox: none
Text: климат, Number: none, Confidence: none, Bbox: none
Text: арче, Number: none, Confidence: none, Bbox: none
Text: животные, Number: none, Confidence: none, Bbox: none
Text: сумчатые, Number: none, Confidence: none, Bbox: none
Text: больше, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: размерах, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: У, Number: none, Confidence: none, Bbox: none
Text: них, Number: none, Confidence: none, Bbox: none
Text: выступающие, Number: none, Confidence: none, Bbox: none
Text: части, Number: none, Confidence: none, Bbox: none
Text: больше, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: организм, Number: none, Confidence: none, Bbox: none
Text: эффективнее, Number: none, Confidence: none, Bbox: none
Text: охлаждался, Number: none, Confidence: none, Bbox: none
Text: вправило, Number: none, Confidence: none, Bbox: none
Text: аллена, Number: none, Confidence: none, Bbox: none
Text: ав, Number: none, Confidence: none, Bbox: none
Text: южн, Number: none, Confidence: none, Bbox: none
Text: Америке, Number: none, Confidence: none, Bbox: none
Text: чуть, Number: none, Confidence: none, Bbox: none
Text: прохладнее, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: сумчатые, Number: none, Confidence: none, Bbox: none
Text: меньше, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Их, Number: none, Confidence: none, Bbox: none
Text: выступающие, Number: none, Confidence: none, Bbox: none
Text: части, Number: none, Confidence: none, Bbox: none
Text: тела, Number: none, Confidence: none, Bbox: none
Text: меньше, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: года, Number: none, Confidence: none, Bbox: none
Text: сокращать, Number: none, Confidence: none, Bbox: none
Text: тепло, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: активно, Number: none, Confidence: none, Bbox: none
Text: его, Number: none, Confidence: none, Bbox: none
Text: отдавать, Number: none, Confidence: none, Bbox: none
Text: А, Number: none, Confidence: none, Bbox: none
Text: потому, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: них, Number: none, Confidence: none, Bbox: none
Text: невысокая, Number: none, Confidence: none, Bbox: none
Text: теплопродуктность, Number: none, Confidence: none, Bbox: none
Text: теплоотдача, Number: none, Confidence: none, Bbox: none
Text: наоборот, Number: none, Confidence: none, Bbox: none
Text: Задание, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Люди, Number: none, Confidence: none, Bbox: none
Text: создают, Number: none, Confidence: none, Bbox: none
Text: вакцины, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: сыворотки, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: лечение, Number: none, Confidence: none, Bbox: none
Text: фашикетонурии., Number: none, Confidence: none, Bbox: none
