Text: no23., Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: да, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: поскольку, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: после, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: внесения, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: препарата, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: вирусная, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: нагрузка, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: практически, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: не, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: изменилась, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: Аналитический, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: метод, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: Встраивание, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
Text: участка, Number: 28, Confidence: 0.65, Bbox: [6.219501495361328, 1005.203125, 2282.4423828125, 2559.94091796875]
