Text: -с, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: Отрицательный, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: контроль, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: который, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: поставил, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: экспер, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: сектатора, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: не, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: дал, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: положительной, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: динамики, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: -с, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: Потому, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: что, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: он, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: уже, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: добавлял, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: лекарственное, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: средство, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: подставовиделось, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: добавлять, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: не, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: стоит, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: -с, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: Отрицательный, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: контроль, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: а, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: взять, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: тоже, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: голово, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: лидсских, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: частиц, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: сколько, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: в, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: эксперименте, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: и, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: не, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: добавлять, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: противовес, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: препарат, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: все, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: остальные, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: пока, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
Text: охозятели,, Number: 22, Confidence: 0.36, Bbox: [0.0, 19.844236373901367, 2292.158447265625, 1273.88916015625]
