Text: no28, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: дано, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: а, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: леген, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: аномалии, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: агент, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: нормального, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: развития, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: очен, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: отсутствия, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: решение, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: глаза, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: ха, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: тузик, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: -де, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: кроссовере, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: гаметы, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: хох, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: девочка, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: нормальная, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: кисть, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: а, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: нет, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: мальчик, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: аномалия, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: раза, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: Уз, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: вития, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: урка, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: -с, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: аномалия, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: развития, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.93, Bbox: [44.618377685546875, 53.38792419433594, 2301.369140625, 2590.0]
