Text: Внимание, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: Данный, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: бланк, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: использовать, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: только, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: после, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: заполнения, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: обоих, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: листов, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: основного, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: бланка, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: ответов, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: -с, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: а, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: встречаемость, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: нормального, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: генетика, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: В, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: Рассчитаем, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: часть, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
Text: подпуск, Number: 27, Confidence: 0.65, Bbox: [8.014215469360352, 294.8083190917969, 2288.251953125, 953.4378662109375]
