Text: 221), Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: противовирусной, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: аппарат, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: препарат, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: уничтожит, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: большинство, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: вирусных, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: частиц, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: поэтому, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: точно, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: определить, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: эффективность, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: добавляемого, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: исследованием, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: лекаре, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: лекарства, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: не, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: полушка, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: Я, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: необходимо, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: не, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: добавлять, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: противовирусный, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: препарат, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: купленный, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: в, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: аптеке, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: Все, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: остальные, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: оставить, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: без, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: изменений, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -де, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: нет, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: нельзя, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: Так, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: как, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: количество, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: вирусных, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: частиц, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: до, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: и, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: после, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: внесения, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: препарата, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: существенно, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: не, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: изменилось, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: Метод, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: электронной, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: микроскопии, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: позволит, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: установить, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: внимание, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: препарата, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: на, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: вирусные, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: настины, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: Образование, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: цисты, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: при, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: неблагоприятных, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: условиях, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: Нашем, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: маленьких, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: частиц, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: вибрионов, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: -де, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: безусловная, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: рефлекс, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: смонатделение, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: при, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: отсутствии, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: безраз, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
Text: раздражения, Number: 22, Confidence: 0.40, Bbox: [23.7442684173584, 21.96091651916504, 2275.60791015625, 818.7735595703125]
