Text: -с, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: Теория, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: движения, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: силосорезок, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: нит, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: предполагает, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: что, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: современные, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: когда-то, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: отклонись, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: от, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: более, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: крупного, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: Таким, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: образом, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: сумчатые, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: оказались, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: на, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: разных, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: материках, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: разных, Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
Text: материках., Number: 25, Confidence: 0.49, Bbox: [23.61014747619629, 1.6779130697250366, 2275.43798828125, 376.36505126953125]
