Text: Данный, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: бланк, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: использовать, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: только, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: после, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: заполнения, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: бланка, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: ответов, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: -с, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: а, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: лист, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: а, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: -с, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: эксперимент, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: -с, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: Способность, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: быстро, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: мутировать, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: и, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: приобретать, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
Text: резистентность, Number: 22, Confidence: 0.85, Bbox: [11.976862907409668, 48.5361328125, 2259.962646484375, 679.0626831054688]
