Text: Данный, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: бланк, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: использовать, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: только, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: после, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: заполнения, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: мнения, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: обоих, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: ЛИСТОВ, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: ОСНОВНОГО, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: бланка, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: ОТВЕТОВ, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: -с, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: а, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: Ра, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: -де, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: -с, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: огромные, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: рыбаке, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: настояния, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: Если, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: бы, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: артериальное, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
Text: давление, Number: 22, Confidence: 0.90, Bbox: [0.0, 34.00922393798828, 2273.148193359375, 972.3279418945312]
