Text: Все, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: бланки, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: и, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: контрольные, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: измерительные, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: материалы, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: рассматриваются, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: в, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: комплекте, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: -де, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: -с, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: Отрицательный, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: контроль, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: не, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: является, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: человеческую, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: адекватным, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: так, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: как, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: на, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: зараженную, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: клетку, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: действует, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: и, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: лекарственный, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: препарат, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: и, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: противовирусный, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: из, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: аптеки, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: Это, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: не, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: дает, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: нам, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: понять, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: что, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: будет, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: с, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: зараженной, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: клеткой, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
Text: без, Number: 22, Confidence: 0.60, Bbox: [0.0, 41.714256286621094, 2249.193359375, 1464.85107421875]
