Text: босс, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: орлиного, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: КОНТРОЛЬНЫЕ, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: измерительные, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: материалы, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: рассматриваются, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: в, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: комплекте, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: -с, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: -с, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: -с, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: Мой, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: вариант, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: Отрицательного, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: контролянужно, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: человека, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: вирусом, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: и, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: измерить, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: голово, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: иудиных, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: частиц, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: -с, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: контроль, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: не, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: будет, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: адекватным, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: так, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: в, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
Text: эксперименте, Number: 22, Confidence: 0.71, Bbox: [25.504650115966797, 45.40748596191406, 2277.611572265625, 988.2462158203125]
