Text: Задание, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: -де, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: Такой, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: отрицательный, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: контроль, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: нельзя, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: считат, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: адекватным, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: так, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: как, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: противовирусный, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: препарат, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: из, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: аптеки, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: может, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: повлиять, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: на, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: количество, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: вирусных, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: частиц, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: в, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: образце, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: отрицательный, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: контроль, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: состоит, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: в, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: том, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: что, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: изучаемый, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: объект, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: не, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: подвергается, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: экспериментальному, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: воздействию, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: действию, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: при, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: сохранении, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: всех, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: остальных, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: условий, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: При, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: Пример, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: отрицательного, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: контроля, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: Нужно, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: поместить, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: образец, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: с, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: зараженными, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: клетками, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: в, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: те, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: же, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: условия, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: что, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: и, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: а, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: предыдущих, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: но, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: не, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: добавлять, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: никаких, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: препаратов, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: исключить, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: задава, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: энную, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: емкую, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: переменную, Number: 22, Confidence: 0.63, Bbox: [53.24565124511719, 50.08995819091797, 2310.0, 1548.6763916015625]
Text: Задание, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: -де, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: Тестируемый, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: препарат, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: не, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: разрушает, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: вирус, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: ярусные, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: частицы, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: ведь, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: по, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: данным, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: таблицы, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: их, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: качество, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: практически, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: не, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: меняется, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: по, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: ставнем, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: после, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: добавлен, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: препарата, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: пре, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: Вирус, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: и, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: его, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: целостность, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: можно, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: рассмотреть, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: под, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: микроскопом, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: а, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: значит, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: воздействие, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: препарата, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: можно, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: определи, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: делить, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: микроскопией, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: используя, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
Text: микроскоп, Number: 23, Confidence: 0.40, Bbox: [61.45302200317383, 1555.4912109375, 2302.04052734375, 2569.62939453125]
