Text: Данный, Number: none, Confidence: none, Bbox: none
Text: бланк, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: ответов, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: лист, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: задание, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: Вирус, Number: none, Confidence: none, Bbox: none
Text: уже, Number: none, Confidence: none, Bbox: none
Text: заранее, Number: none, Confidence: none, Bbox: none
Text: может, Number: none, Confidence: none, Bbox: none
Text: обладать, Number: none, Confidence: none, Bbox: none
Text: устойчивостью, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: компонентам, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: также, Number: none, Confidence: none, Bbox: none
Text: сложил, Number: none, Confidence: none, Bbox: none
Text: задание, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: рисунок, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: нам, Number: none, Confidence: none, Bbox: none
Text: есть, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: смолотечения, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: услов, Number: none, Confidence: none, Bbox: none
Text: барствует, Number: none, Confidence: none, Bbox: none
Text: безразличный, Number: none, Confidence: none, Bbox: none
Text: раздражитель, Number: none, Confidence: none, Bbox: none
Text: рефлекторный, Number: none, Confidence: none, Bbox: none
Text: центр, Number: none, Confidence: none, Bbox: none
Text: расположен, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: продолговатом, Number: none, Confidence: none, Bbox: none
Text: мозге, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: рождавшая, Number: none, Confidence: none, Bbox: none
Text: ответная, Number: none, Confidence: none, Bbox: none
Text: реакция, Number: none, Confidence: none, Bbox: none
Text: организа, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: раздражитель, Number: none, Confidence: none, Bbox: none
Text: счастл, Number: none, Confidence: none, Bbox: none
Text: инс, Number: none, Confidence: none, Bbox: none
Text: социальной, Number: none, Confidence: none, Bbox: none
Text: нервной, Number: none, Confidence: none, Bbox: none
Text: системы, Number: none, Confidence: none, Bbox: none
Text: более, Number: none, Confidence: none, Bbox: none
Text: инементсовокупность, Number: none, Confidence: none, Bbox: none
Text: безусловных, Number: none, Confidence: none, Bbox: none
Text: рефлексов, Number: none, Confidence: none, Bbox: none
Text: сложная, Number: none, Confidence: none, Bbox: none
Text: посе, Number: none, Confidence: none, Bbox: none
Text: процессов, Number: none, Confidence: none, Bbox: none
Text: кактусовые, Number: none, Confidence: none, Bbox: none
Text: сосочки, Number: none, Confidence: none, Bbox: none
Text: чувствительный, Number: none, Confidence: none, Bbox: none
Text: нейронвставочный, Number: none, Confidence: none, Bbox: none
Text: нейронцентр, Number: none, Confidence: none, Bbox: none
Text: безусловного, Number: none, Confidence: none, Bbox: none
Text: слезоотделения, Number: none, Confidence: none, Bbox: none
Text: мозге, Number: none, Confidence: none, Bbox: none
Text: ав, Number: none, Confidence: none, Bbox: none
Text: продолживатом)-, Number: none, Confidence: none, Bbox: none
Text: двигательный, Number: none, Confidence: none, Bbox: none
Text: выделение, Number: none, Confidence: none, Bbox: none
Text: смола, Number: none, Confidence: none, Bbox: none
