Text: no22., Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: -с, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: предлож, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: предложенный, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: отрицательный, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: контроль, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: не, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: является, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: адекватным, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: потому, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: что, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: противовирусный, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: препарат, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: приведет, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: к, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: снижению, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: количества, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: вирусных, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: частиц, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: образце, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: -с, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: не, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: удастся, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: в, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: явном, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: виде, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: установить, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: зависимость, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: между, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: лекарственным, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: средством, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: и, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: величеством, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: вирусных, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: частиц, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: в, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: продолженном, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: опыте, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: эксперименте, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: -с, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: для, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: постановки, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: отрицательного, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: контря, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: необходимо, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: не, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: составность, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: в, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: зараженные, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: клетки, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: человека, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: лекаре, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: ставенный, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: препарат, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: -с, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: остальные, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: параметры, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: нужно, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: оставить, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: без, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: гули, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: мнений, Number: 22, Confidence: 0.78, Bbox: [16.193675994873047, 460.39453125, 2301.13818359375, 1568.558349609375]
Text: no23, Number: 22, Confidence: 0.58, Bbox: [32.12553024291992, 1528.6510009765625, 2277.20263671875, 2581.875]
Text: -с, Number: 22, Confidence: 0.58, Bbox: [32.12553024291992, 1528.6510009765625, 2277.20263671875, 2581.875]
Text: можно, Number: 22, Confidence: 0.58, Bbox: [32.12553024291992, 1528.6510009765625, 2277.20263671875, 2581.875]
