Text: -с, Number: none, Confidence: none, Bbox: none
Text: Такой, Number: none, Confidence: none, Bbox: none
Text: отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: является, Number: none, Confidence: none, Bbox: none
Text: адекватным, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: была, Number: none, Confidence: none, Bbox: none
Text: подобрана, Number: none, Confidence: none, Bbox: none
Text: дозировка, Number: none, Confidence: none, Bbox: none
Text: противовирусного, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Из, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: неправильной, Number: none, Confidence: none, Bbox: none
Text: дозировки, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: показал, Number: none, Confidence: none, Bbox: none
Text: ярких, Number: none, Confidence: none, Bbox: none
Text: положительных, Number: none, Confidence: none, Bbox: none
Text: результатов, Number: none, Confidence: none, Bbox: none
Text: Лишь, Number: none, Confidence: none, Bbox: none
Text: во, Number: none, Confidence: none, Bbox: none
Text: втором, Number: none, Confidence: none, Bbox: none
Text: опыте, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: сказалось, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: несколько, Number: none, Confidence: none, Bbox: none
Text: единиц, Number: none, Confidence: none, Bbox: none
Text: но, Number: none, Confidence: none, Bbox: none
Text: поток, Number: none, Confidence: none, Bbox: none
Text: через, Number: none, Confidence: none, Bbox: none
Text: время, Number: none, Confidence: none, Bbox: none
Text: снова, Number: none, Confidence: none, Bbox: none
Text: достигло, Number: none, Confidence: none, Bbox: none
Text: един, Number: none, Confidence: none, Bbox: none
Text: высоких, Number: none, Confidence: none, Bbox: none
Text: показателей, Number: none, Confidence: none, Bbox: none
Text: А, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Мой, Number: none, Confidence: none, Bbox: none
Text: вариант, Number: none, Confidence: none, Bbox: none
Text: постановки, Number: none, Confidence: none, Bbox: none
Text: он, Number: none, Confidence: none, Bbox: none
Text: отрицательного, Number: none, Confidence: none, Bbox: none
Text: еш, Number: none, Confidence: none, Bbox: none
Text: контроля, Number: none, Confidence: none, Bbox: none
Text: заключается, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: следующем, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Предоставить, Number: none, Confidence: none, Bbox: none
Text: вирусным, Number: none, Confidence: none, Bbox: none
Text: клетками, Number: none, Confidence: none, Bbox: none
Text: одинаковую, Number: none, Confidence: none, Bbox: none
Text: благоприятную, Number: none, Confidence: none, Bbox: none
Text: среду, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: Настроить, Number: none, Confidence: none, Bbox: none
Text: стабильную, Number: none, Confidence: none, Bbox: none
Text: температуру, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Подобрать, Number: none, Confidence: none, Bbox: none
Text: верную, Number: none, Confidence: none, Bbox: none
Text: дозу, Number: none, Confidence: none, Bbox: none
Text: противовирусного, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: Этим, Number: none, Confidence: none, Bbox: none
Text: нескольких, Number: none, Confidence: none, Bbox: none
Text: тестов, Number: none, Confidence: none, Bbox: none
Text: путем, Number: none, Confidence: none, Bbox: none
Text: б, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Нельзя, Number: none, Confidence: none, Bbox: none
Text: утверждать, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: тестируемый, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: разрушает, Number: none, Confidence: none, Bbox: none
Text: вирусные, Number: none, Confidence: none, Bbox: none
Text: участки, Number: none, Confidence: none, Bbox: none
Text: частицы, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: потому, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: почти, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: каждом, Number: none, Confidence: none, Bbox: none
Text: опыте, Number: none, Confidence: none, Bbox: none
Text: где, Number: none, Confidence: none, Bbox: none
Text: прошло, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: более, Number: none, Confidence: none, Bbox: none
Text: часов, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: зениток, Number: none, Confidence: none, Bbox: none
Text: остается, Number: none, Confidence: none, Bbox: none
Text: высоким, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: метод, Number: none, Confidence: none, Bbox: none
Text: который, Number: none, Confidence: none, Bbox: none
Text: позволяет, Number: none, Confidence: none, Bbox: none
Text: установить, Number: none, Confidence: none, Bbox: none
Text: влияние, Number: none, Confidence: none, Bbox: none
