Text: (22), Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: -с, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: Данный, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: эксперимент, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: не, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: является, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: одевать, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: крым, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: так, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: противовирусный, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: аппарат, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: нут, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: вводить, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: сразу, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: после, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: заражения, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: для, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: избежания, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: -с, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: отрицательный, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: контрольввести, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: препода, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: сразу, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: заражения, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: семени, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: апок, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: лет, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: нет, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: (23), Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: -с, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: только, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: чистик, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: так, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: далее, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: ездя, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: по, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: таблице, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: ведуне, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: снова, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: восстановливостя;, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: частица, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: -с, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: метод, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: микроскопия, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: -с, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: вдруг, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: изначально, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: незаметно, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: пришел, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: в, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: организм, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: и, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: только, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: спустя, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: должна, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
Text: время, Number: 22, Confidence: 0.54, Bbox: [0.0, 14.978303909301758, 2300.046142578125, 1096.7265625]
