Text: Все, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: блажной, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: и, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: контрольные, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: измерительные, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: материальны, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: рассматриваются, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: в, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: комплекте, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: -де, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: Такой, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: контроль, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: не, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: является, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: адекватным, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: так, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: как, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: данный, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: препарат, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: будет, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: вопиять, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: на, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: количество, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: во, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: вирусных, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: частиц, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: и, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: не, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: удастся, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: в, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: явном, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: виде, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: установить, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: результаты, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: эксперимента, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: Отрицательный, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: контроль, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
Text: добавлять, Number: 22, Confidence: 0.44, Bbox: [18.087684631347656, 10.118422508239746, 2260.521728515625, 535.2870483398438]
