Text: Такой, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: отрицательный, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: контроль, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: не, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: является, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: адекватным, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: так, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: как, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: осуществляется, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: воздействие, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: на, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: вирусы, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: введении, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: противовирусного, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: препарата, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
Text: купленного, Number: 22, Confidence: 0.75, Bbox: [31.017972946166992, 19.138057708740234, 2293.045654296875, 655.0986328125]
