Text: внимание, Number: none, Confidence: none, Bbox: none
Text: Данный, Number: none, Confidence: none, Bbox: none
Text: бланк, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: обоих, Number: none, Confidence: none, Bbox: none
Text: листов, Number: none, Confidence: none, Bbox: none
Text: основного, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: ответов, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: Так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: стенках, Number: none, Confidence: none, Bbox: none
Text: капилляров, Number: none, Confidence: none, Bbox: none
Text: оказывается, Number: none, Confidence: none, Bbox: none
Text: большое, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: находящаяся, Number: none, Confidence: none, Bbox: none
Text: вокруг, Number: none, Confidence: none, Bbox: none
Text: соединительная, Number: none, Confidence: none, Bbox: none
Text: школь, Number: none, Confidence: none, Bbox: none
Text: должна, Number: none, Confidence: none, Bbox: none
Text: быть, Number: none, Confidence: none, Bbox: none
Text: более, Number: none, Confidence: none, Bbox: none
Text: плодной, Number: none, Confidence: none, Bbox: none
Text: чем, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: стенки, Number: none, Confidence: none, Bbox: none
Text: замышлять, Number: none, Confidence: none, Bbox: none
Text: ни, Number: none, Confidence: none, Bbox: none
Text: разгово, Number: none, Confidence: none, Bbox: none
Text: Также, Number: none, Confidence: none, Bbox: none
Text: большая, Number: none, Confidence: none, Bbox: none
Text: ластитесь, Number: none, Confidence: none, Bbox: none
Text: соединительной, Number: none, Confidence: none, Bbox: none
Text: сигналил, Number: none, Confidence: none, Bbox: none
Text: обезличиваем, Number: none, Confidence: none, Bbox: none
Text: лучшее, Number: none, Confidence: none, Bbox: none
Text: прокачиваемое, Number: none, Confidence: none, Bbox: none
Text: уловы, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: настоятельно, Number: none, Confidence: none, Bbox: none
Text: животного, Number: none, Confidence: none, Bbox: none
Text: При, Number: none, Confidence: none, Bbox: none
Text: длительном, Number: none, Confidence: none, Bbox: none
Text: повышенном, Number: none, Confidence: none, Bbox: none
Text: артериальном, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: работающая, Number: none, Confidence: none, Bbox: none
Text: личность, Number: none, Confidence: none, Bbox: none
Text: пятистам, Number: none, Confidence: none, Bbox: none
Text: конечностей, Number: none, Confidence: none, Bbox: none
Text: мам, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: права, Number: none, Confidence: none, Bbox: none
Text: задерживается, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: верхней, Number: none, Confidence: none, Bbox: none
Text: части, Number: none, Confidence: none, Bbox: none
Text: месяц, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: какое, Number: none, Confidence: none, Bbox: none
Text: артериальное, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: препятствует, Number: none, Confidence: none, Bbox: none
Text: быстрому, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: равномерному, Number: none, Confidence: none, Bbox: none
Text: прокачивание, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: организму, Number: none, Confidence: none, Bbox: none
Text: 26.), Number: none, Confidence: none, Bbox: none
Text: Древние, Number: none, Confidence: none, Bbox: none
Text: предшес, Number: none, Confidence: none, Bbox: none
Text: сумчатых, Number: none, Confidence: none, Bbox: none
Text: животных, Number: none, Confidence: none, Bbox: none
Text: сближали, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: Южной, Number: none, Confidence: none, Bbox: none
Text: америке, Number: none, Confidence: none, Bbox: none
Text: года, Number: none, Confidence: none, Bbox: none
Text: Это, Number: none, Confidence: none, Bbox: none
Text: можно, Number: none, Confidence: none, Bbox: none
Text: определить, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: облесительному, Number: none, Confidence: none, Bbox: none
Text: думку, Number: none, Confidence: none, Bbox: none
Text: облизанных, Number: none, Confidence: none, Bbox: none
Text: животных, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: настоящее, Number: none, Confidence: none, Bbox: none
Text: время, Number: none, Confidence: none, Bbox: none
Text: скучайте, Number: none, Confidence: none, Bbox: none
Text: животные, Number: none, Confidence: none, Bbox: none
Text: распространены, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: доны, Number: none, Confidence: none, Bbox: none
Text: Америке, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: Австралии, Number: none, Confidence: none, Bbox: none
Text: Это, Number: none, Confidence: none, Bbox: none
Text: связать, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: тем, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: разделился, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: большой, Number: none, Confidence: none, Bbox: none
Text: континентом, Number: none, Confidence: none, Bbox: none
Text: сатанея, Number: none, Confidence: none, Bbox: none
Text: та, Number: none, Confidence: none, Bbox: none
Text: нисколько, Number: none, Confidence: none, Bbox: none
Text: более, Number: none, Confidence: none, Bbox: none
Text: Бельгии, Number: none, Confidence: none, Bbox: none
Text: Вследствие, Number: none, Confidence: none, Bbox: none
Text: чего, Number: none, Confidence: none, Bbox: none
Text: произошла, Number: none, Confidence: none, Bbox: none
Text: географическая, Number: none, Confidence: none, Bbox: none
Text: изряден, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: радостное, Number: none, Confidence: none, Bbox: none
Text: заморское, Number: none, Confidence: none, Bbox: none
Text: результате, Number: none, Confidence: none, Bbox: none
Text: множественных, Number: none, Confidence: none, Bbox: none
Text: скрепулважий,, Number: none, Confidence: none, Bbox: none
Text: мужский, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
