Text: Задание, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалии, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гипертрихоза, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: кисти, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: скелета, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалия, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: приста, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: шпертрико3, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: а, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: непроворные, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гаметы, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гаметы, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: кисти, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гипертрихоза, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалия, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гипертрихоз, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалия, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: кисти, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гипертрихоз, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалии, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: кисти, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалия, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: присту, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: у, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалии, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: пистик, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гипертрихоза, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномальность, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: кисти, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалия, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: пистик, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гипертрихоза, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалий, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: кисти, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: аномалий, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развития, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: кисти, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нет, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: Возможно, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: рождение, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: в, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: первом, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: баране, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: ребенка, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: нормальным, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: развитием, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: кисти, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: и, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: с, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гипертрихозом, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: потому, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: что, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: ребенок, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: ребенок, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: получает, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: материнскую, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: галиту, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: х, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: и, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: кроссоверу, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: отцовскую, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: замету, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: образовавшуюся, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: во, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: время, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: просини, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: гомера, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: Задание, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: -де, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: во, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: время, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: просин, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: говера., Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: Задание, Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
Text: 27., Number: 28, Confidence: 0.96, Bbox: [0.0, 55.99922561645508, 2242.46875, 2550.693115234375]
