Text: Данный, Number: none, Confidence: none, Bbox: none
Text: облак, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: ответов, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: ЛИСТ, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: может, Number: none, Confidence: none, Bbox: none
Text: свидетельствовать, Number: none, Confidence: none, Bbox: none
Text: о, Number: none, Confidence: none, Bbox: none
Text: том, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: вирус, Number: none, Confidence: none, Bbox: none
Text: мутировал, Number: none, Confidence: none, Bbox: none
Text: адаптировался, Number: none, Confidence: none, Bbox: none
Text: саванн, Number: none, Confidence: none, Bbox: none
Text: приспособился, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: десятым, Number: none, Confidence: none, Bbox: none
Text: вило, Number: none, Confidence: none, Bbox: none
Text: сепарапрепарат, Number: none, Confidence: none, Bbox: none
Text: начал, Number: none, Confidence: none, Bbox: none
Text: размножаться, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: поспособствовав, Number: none, Confidence: none, Bbox: none
Text: ло, Number: none, Confidence: none, Bbox: none
Text: увеличению, Number: none, Confidence: none, Bbox: none
Text: количества, Number: none, Confidence: none, Bbox: none
Text: вирус, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Вирусы, Number: none, Confidence: none, Bbox: none
Text: могут, Number: none, Confidence: none, Bbox: none
Text: переживать, Number: none, Confidence: none, Bbox: none
Text: неблагоприятные, Number: none, Confidence: none, Bbox: none
Text: условия, Number: none, Confidence: none, Bbox: none
Text: скоре, Number: none, Confidence: none, Bbox: none
Text: покрытой, Number: none, Confidence: none, Bbox: none
Text: плотной, Number: none, Confidence: none, Bbox: none
Text: оболочкой, Number: none, Confidence: none, Bbox: none
Text: которая, Number: none, Confidence: none, Bbox: none
Text: защищает, Number: none, Confidence: none, Bbox: none
Text: от, Number: none, Confidence: none, Bbox: none
Text: неблагоприятного, Number: none, Confidence: none, Bbox: none
Text: ин, Number: none, Confidence: none, Bbox: none
Text: вашего, Number: none, Confidence: none, Bbox: none
Text: гвоздей, Number: none, Confidence: none, Bbox: none
Text: воздействие, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Вирусы, Number: none, Confidence: none, Bbox: none
