Text: Задание, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: нет, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: нельзя, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: Так, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: как, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: смотря, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: на, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: результаты, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: опытов, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: вид, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: но, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: что, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: количество, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: вирусных, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: частиц, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: увеличилось, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: или, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: же, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: держится, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: на, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: примерно, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: одном, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: уровне, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: Такой, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: метод, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: как, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: центрифугирование, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: Разработку, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: противовирусных, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: препаратов, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: усложняют, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: такие, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: особенности, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: как, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: а, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: увеличение, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: скорости, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: увеличения, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: количества, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: вирусных, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: частиц, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: мутация, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: вируса, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: выживанию, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: в, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: среде, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: вируса, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: к, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: противовирусном, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: препарата, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: Задание, Number: 22, Confidence: 0.43, Bbox: [8.504266738891602, 59.33597183227539, 2284.805908203125, 1858.92138671875]
Text: -с, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: потому, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: что, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: купленный, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: противовирусный, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: препарат, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: может, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: оказаться, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: слабым, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: и, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: вовсе, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: не, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: подействовать, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: что, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: усугубила, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: увлечение, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: вирусных, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: частиц, Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
Text: частиц., Number: 24, Confidence: 0.32, Bbox: [23.814910888671875, 1397.3013916015625, 2286.508544921875, 1852.6396484375]
