Text: Все, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: бланки, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: и, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: контрольные, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: измерительные, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: материалы, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: рассматриваются, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: в, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: комплекте, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: -де, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: отличительный, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: контроль, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: экспериментатора, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: не, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: явля, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: ся, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: адекватным, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: потому, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: что, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: противовирусный, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: перепав, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: рата, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: купленный, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: в, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: аптеке, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: будет, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: оказывать, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: действие, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: на, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: наличествуй, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: вирусных, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: частиц, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: образуем, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: В, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: частной, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: из, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: их, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: количество, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: вирусных, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: частице, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: умений, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: Отрицательный, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: контроле, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: экспериментатора, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: нельзя, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: считать, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: достоверным, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: Так, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: как, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: мы, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: не, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: сможем, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: убрано, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: вить, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: зависимость, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: в, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: Явном, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: его, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: вином, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: виде, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: и, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: ува, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: увидеть, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: действие, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: отрицательного, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: контроля, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: Предложу, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: свой, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: вариант, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: отрицательного, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: контроля, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: которые, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: Необходимо, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: в, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: клетки, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: человека, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: заложены, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: вирусами, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: необходимо, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: добавить, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: лекарственное, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: средство, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: не, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: содержа, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: це, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: щебе, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: в, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: своем, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: составе, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: противовирусный, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: компонент, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: Таким, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: образом, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: изучаемый, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: объект, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: не, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: будет, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: подвергать, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: экспериментальному, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: воздействию, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: и, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: мы, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: сможем, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: уставно, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: вить, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: отрицательный, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: контроль, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: Остальные, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: условия, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: необходимо, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: оставить, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: без, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: изменений, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: -де, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: Можно, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: утверждать, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: что, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: тестируемый, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: препарат, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: разрушает, Number: 22, Confidence: 0.31, Bbox: [55.12879180908203, 619.7916259765625, 2304.162841796875, 1997.3067626953125]
Text: частицы, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: Данный, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: препарат, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: проникает, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: во, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: внутрь, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: чаруса, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: и, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: разрушается, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: его, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: жалостность, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: кнур, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: нарушает, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: строение, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: нуклеиновых, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: кислот, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: однак, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: или, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: ранка, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: Происходит, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: нарушение, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: переброска, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: наследственной, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: информации, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
Text: вируса, Number: 22, Confidence: 0.35, Bbox: [71.03767395019531, 47.630191802978516, 2310.0, 772.7808837890625]
