Text: в, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: Рождение, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: ребенка, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: первом, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: браке, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: с, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: нормальны, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: ным, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: ки, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: кисту, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: гипюр, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: трихопол, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: пробно, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: по, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: наличии, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: ребенка, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: генотипа, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: или, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: ах, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: ца, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: Также, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: нахождение, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: у, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: отца, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: сцепленного, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: пена, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: У, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: хромосоме, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: и, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: пленным, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: геном, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: хромосоме, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: исследователя, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: -де, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: -с, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: отступательный, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: контроль, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
Text: в, Number: 24, Confidence: 0.35, Bbox: [9.763975143432617, 1757.1937255859375, 2310.0, 2590.0]
