Text: no24, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: -с, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: На, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: рисунке, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: Б, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: изображенные, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: безусловный, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: рефлекс, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: и, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: богарный, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: раздражитель, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: -с, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: Центр, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: безусловного, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: слюно, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: отделительного, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: рефлекса, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: расположен, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: в, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: плодной, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: дом, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: -с, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: Безусловный, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: рефлекс, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: не, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: теряется, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: со, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: временем, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: происходит, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: почти, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: с, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: рождения, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: Инстинк, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: только, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: в, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: определенных, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: ситуациях, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: его, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: невозможно, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: ино, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: просмотровая, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: года, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: -с, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: носоглотки, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: рецепторы, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: обоняют, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: кораб, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: лобки, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: для, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: двигательный, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: ный, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: неволю, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: отделение, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: -с, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: отсутствие, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: Гипертрихоза, Number: 22, Confidence: 0.81, Bbox: [28.297744750976562, 30.724040985107422, 2303.180419921875, 799.2109985351562]
Text: гипертрихоз, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: отсутствие, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: афанасии, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: биномам, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: х, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: Отсутствие, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: и, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: типергипертрихоз, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: аномалии, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: кисту, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: приказа, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: -с, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: по, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: гематиту, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: чесночину, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: дочерей, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: хв, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: хал, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: аналитик, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: и, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: Гипертрихоза, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: х, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: А, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: отсутствие, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: камелия, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: инсти, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: з, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: и, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: отсутствие, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: аналитик, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: ехав, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: анналам, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: При, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: глупости, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: веночных, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: имеющей, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: и, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: гипертрихоз,, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: отсутствие, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: анализии, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: 1, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: хав, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: ав-, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: Гипертрилоз,, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: аналамя, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: При, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: глупотизм, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: (феночных, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
Text: имеющей, Number: 28, Confidence: 0.74, Bbox: [10.545735359191895, 792.552001953125, 2310.0, 2590.0]
