Text: no26, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: Существовавший, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: в, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: древности, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: единый, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: материк, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: был, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: населен, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: сумчатыми, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: животными, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: Затем, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: Австралия, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: и, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: Южная, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: Америка, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: отделились, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: от, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: единого, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: материка, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: голована, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: Это, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: произошло, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: до, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: того, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: как, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: млекопитающие, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: вытеснили, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: животных, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: Однако, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: на, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
Text: материках, Number: 22, Confidence: 0.61, Bbox: [45.14572525024414, 17.599361419677734, 2309.48974609375, 1369.248779296875]
