Text: (28), Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: зав, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: нет, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: аномалии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: развитии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: хот, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: хв, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: в, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: развитии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: аномалия, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: -с, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: ехав, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: а, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: у, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: в, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: а, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: -с, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: в, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: кросс, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: а, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: а, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: ф, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: на, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: аномалии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: в, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: that, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: -де, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: развитии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: в, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: -то, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: нет, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: аномалии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: развитии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: харь, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: аид, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: -де, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: нонами, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: в, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: развитии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: -то, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: нет, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: в, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: нет, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: аномалии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: развитии, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: -с, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: р, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: нонами, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: в, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: разместили, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: кисти, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
Text: а, Number: 28, Confidence: 0.76, Bbox: [28.21969223022461, 28.332077026367188, 2296.469482421875, 2590.0]
