Text: -с, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: -с, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: Данный, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: отрицательный, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: контроль, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: не, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: является, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: так, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: был, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: добавлен, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: противовирусный, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: препарат, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: через, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: часов, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: Для, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: постановки, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: правильного, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: отрицательного, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: контроля, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: необходимо, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: не, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: добавлять, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: средства, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: а, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
Text: просто, Number: 22, Confidence: 0.67, Bbox: [51.25333786010742, 9.166293144226074, 2310.0, 981.154541015625]
