Text: -де, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: помани, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: развития, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: жеста, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: атомами, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: развития, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: пистик, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: гипертрихоз, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: хозар, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: В, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: нет, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: нормальное, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: развитие, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: пистик, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: р, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: а, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: т, Number: 27, Confidence: 0.52, Bbox: [74.00688171386719, 3.705148220062256, 1358.322021484375, 530.9137573242188]
Text: гипертрихоза, Number: 28, Confidence: 0.74, Bbox: [62.6939582824707, 91.27748107910156, 2310.0, 2515.71142578125]
