Text: босс, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: долинки, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: И, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: КОНТРОЛЬНЫЕ, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: ИЗМЕРИТЕЛЬНЫЕ, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: е, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: материалы, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: рассматриваются, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: в, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: комплекте, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: no22., Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: -с, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: Отрицательный, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: контроль, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: стироль, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: являются, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: неадекватным, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: ведь, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: исследуется, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: именно, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: вми, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: лимите, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: лекарственного, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: препарата, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: на, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: объект, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: В, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: данном, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: случае, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: отрицательный, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: контроль, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: должен, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: ученый, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: будет, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: добавлять, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: много, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: препарата, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: -с, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: Все, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: остальные, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: условия, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: должны, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: остаться, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: несменный, Number: 22, Confidence: 0.81, Bbox: [17.508464813232422, 39.8774299621582, 2296.38427734375, 622.5557861328125]
Text: no23., Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: пустые, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: -с, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: нет, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: нельзя, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: сказать, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: что, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: тестируемый, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: препарат, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: разрушает, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
Text: визуальные, Number: 22, Confidence: 0.81, Bbox: [27.56587791442871, 585.818115234375, 2290.39306640625, 1429.758544921875]
