Text: no24., Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: На, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: рисунке, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: А, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: отображен, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: безусловный, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: рефлекс, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: слюноотделения, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: и, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: отсутствует, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: безразличный, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: раздражитель, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: Различие, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: между, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: суесловным, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: р, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: рефлексом, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: и, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: инстинктом, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: в, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: том, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: что, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: безусловные, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: рефлексы, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: формы, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: дуются, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: к, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: моменту, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: рождения, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: передаются, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: по, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: наследству, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: и, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: остаются, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: до, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: конца, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: жизни, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: no25, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: У, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: жирафов, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
Text: в, Number: 24, Confidence: 0.32, Bbox: [14.131705284118652, 2301.552490234375, 2291.10595703125, 2590.0]
