Text: (22), Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: -с, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: Данный, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: отрицательный, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: контроле, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: нельзя, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: назвать, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: животным, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: так, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: он, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: показывает, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: девает, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: с, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: сут, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: оказыва, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: фашистов, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: рустов, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: су, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: суть, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: эксперимента, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
Text: влияние, Number: 22, Confidence: 0.59, Bbox: [84.89175415039062, 1286.248291015625, 2257.1611328125, 1921.3275146484375]
