Text: no27), Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: -с, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: частота, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: встречаемость, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: заболевания, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: недешевых, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: гомозить, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: аса, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: в, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: равновесной, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: искуплении, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: составляет, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: д-р, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: -с, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: частота, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: рубашках, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: дупелей, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: а, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: в, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: равновесной, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: популяции, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: человека, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: составляет, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: бди, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: бо,001, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: а, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: 0,01, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: -с, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: частота, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: нормальная, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: дупелей, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: а, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: в, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: равновесной, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: популяции, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: человеко, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: -де, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: 1-0,01=0,93, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: -с, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: Частота, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: встречаемость, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: замениться, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: гомеозис, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: ваал, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: составляет, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: -с, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: теистическая, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: изменчивость, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: а, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: скр, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: р, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: д, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: зазвав, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: а, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: заухав, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: портальная, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: кисть, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: отсутствие, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: гипертрихоз, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: мотания, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: киста, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: -де, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: слизав, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: хв, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
Text: анормальная, Number: 28, Confidence: 0.88, Bbox: [16.616294860839844, 465.3377685546875, 2290.341552734375, 2379.577880859375]
