Text: Задание, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: На, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: рисунке, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: А, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: лампочка, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: является, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: безраз, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: безразличным, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: раздражи, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: отелем, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: который, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: отсутствует, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: атак, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: нам, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: лампочка, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: выключала, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: а, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: реакция, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: собаки, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: на, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: дед, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: (слооноотделение), Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: является, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: безусловным, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: рефлексом, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: реакторный, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: запр, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: безусловного, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: строительного, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: прификс, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: находится, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: в, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: продолжают, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: низкие, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: Безусловный, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: рефлекс, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: рефлекс, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: передающийся, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: по, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: наследству, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: Инстинкт, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: не, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: по, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: последстви, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: и, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: не, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: является, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: врожденным, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: рецепторчувствительный, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: нейронпродолживатый, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: двигательный, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: а, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: сложные, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: Задание, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: -с, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: р, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
Text: псих, Number: 22, Confidence: 0.62, Bbox: [0.0, 17.113880157470703, 2268.68701171875, 1408.6773681640625]
