Text: Данный, Number: none, Confidence: none, Bbox: none
Text: облак, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: мнения, Number: none, Confidence: none, Bbox: none
Text: обоих, Number: none, Confidence: none, Bbox: none
Text: ЛИСТОВ, Number: none, Confidence: none, Bbox: none
Text: ОСНОВНОГО, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: ОТВЕТОВ, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Отрицательный, Number: none, Confidence: none, Bbox: none
Text: композоль:, Number: none, Confidence: none, Bbox: none
Text: через, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: часов, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: клеткам, Number: none, Confidence: none, Bbox: none
Text: нужно, Number: none, Confidence: none, Bbox: none
Text: добавить, Number: none, Confidence: none, Bbox: none
Text: зарничных, Number: none, Confidence: none, Bbox: none
Text: вирусом, Number: none, Confidence: none, Bbox: none
Text: ф, Number: none, Confidence: none, Bbox: none
Text: физиологический, Number: none, Confidence: none, Bbox: none
Text: раствор, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: котором, Number: none, Confidence: none, Bbox: none
Text: будут, Number: none, Confidence: none, Bbox: none
Text: содержаться, Number: none, Confidence: none, Bbox: none
Text: противовирусные, Number: none, Confidence: none, Bbox: none
Text: аппрет, Number: none, Confidence: none, Bbox: none
Text: вещевая, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: такой, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: позволит, Number: none, Confidence: none, Bbox: none
Text: установить, Number: none, Confidence: none, Bbox: none
Text: действительном, Number: none, Confidence: none, Bbox: none
Text: вирши, Number: none, Confidence: none, Bbox: none
Text: католичество, Number: none, Confidence: none, Bbox: none
Text: видимых, Number: none, Confidence: none, Bbox: none
Text: участий, Number: none, Confidence: none, Bbox: none
Text: обрезе, Number: none, Confidence: none, Bbox: none
Text: зави, Number: none, Confidence: none, Bbox: none
Text: от, Number: none, Confidence: none, Bbox: none
Text: паратая, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: стольные, Number: none, Confidence: none, Bbox: none
Text: параметры, Number: none, Confidence: none, Bbox: none
Text: никто, Number: none, Confidence: none, Bbox: none
Text: оставить, Number: none, Confidence: none, Bbox: none
Text: безумеет, Number: none, Confidence: none, Bbox: none
