Text: -с, Number: none, Confidence: none, Bbox: none
Text: Инстинкт, Number: none, Confidence: none, Bbox: none
Text: заставляет, Number: none, Confidence: none, Bbox: none
Text: объект, Number: none, Confidence: none, Bbox: none
Text: совершать, Number: none, Confidence: none, Bbox: none
Text: действия, Number: none, Confidence: none, Bbox: none
Text: которые, Number: none, Confidence: none, Bbox: none
Text: заложены, Number: none, Confidence: none, Bbox: none
Text: его, Number: none, Confidence: none, Bbox: none
Text: предками, Number: none, Confidence: none, Bbox: none
Text: Британией, Number: none, Confidence: none, Bbox: none
Text: охота, Number: none, Confidence: none, Bbox: none
Text: размножение, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: они, Number: none, Confidence: none, Bbox: none
Text: неизменны, Number: none, Confidence: none, Bbox: none
Text: Безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: вырабатывается, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: течение, Number: none, Confidence: none, Bbox: none
Text: жизни, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: может, Number: none, Confidence: none, Bbox: none
Text: претерпевать, Number: none, Confidence: none, Bbox: none
Text: изменения, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: смене, Number: none, Confidence: none, Bbox: none
Text: условий, Number: none, Confidence: none, Bbox: none
Text: жизни, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Получение, Number: none, Confidence: none, Bbox: none
Text: сигнала, Number: none, Confidence: none, Bbox: none
Text: зрительным, Number: none, Confidence: none, Bbox: none
Text: анализатором, Number: none, Confidence: none, Bbox: none
Text: Переход, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: анализаторный, Number: none, Confidence: none, Bbox: none
Text: центр, Number: none, Confidence: none, Bbox: none
Text: Отправка, Number: none, Confidence: none, Bbox: none
Text: сигнала, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: исполнительный, Number: none, Confidence: none, Bbox: none
Text: Получение, Number: none, Confidence: none, Bbox: none
Text: слюноотделительной, Number: none, Confidence: none, Bbox: none
Text: железой, Number: none, Confidence: none, Bbox: none
Text: сигнала, Number: none, Confidence: none, Bbox: none
Text: Выделение, Number: none, Confidence: none, Bbox: none
Text: салюты, Number: none, Confidence: none, Bbox: none
Text: no25, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: У, Number: none, Confidence: none, Bbox: none
Text: жирафов, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: сонных, Number: none, Confidence: none, Bbox: none
Text: артериях, Number: none, Confidence: none, Bbox: none
Text: наблюдается, Number: none, Confidence: none, Bbox: none
Text: артериальное, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: них, Number: none, Confidence: none, Bbox: none
Text: длинная, Number: none, Confidence: none, Bbox: none
Text: шемая, Number: none, Confidence: none, Bbox: none
Text: поэтому, Number: none, Confidence: none, Bbox: none
Text: чтоб, Number: none, Confidence: none, Bbox: none
Text: прось, Number: none, Confidence: none, Bbox: none
Text: поступала, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: мозг, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: могла, Number: none, Confidence: none, Bbox: none
Text: впер, Number: none, Confidence: none, Bbox: none
Text: передать, Number: none, Confidence: none, Bbox: none
Text: увечиться, Number: none, Confidence: none, Bbox: none
Text: подниматься, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: сонным, Number: none, Confidence: none, Bbox: none
Text: артериям, Number: none, Confidence: none, Bbox: none
Text: необходимо, Number: none, Confidence: none, Bbox: none
Text: высоки, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: движ, Number: none, Confidence: none, Bbox: none
Text: вежли, Number: none, Confidence: none, Bbox: none
Text: крови, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: конечностям, Number: none, Confidence: none, Bbox: none
Text: ное, Number: none, Confidence: none, Bbox: none
Text: артериальное, Number: none, Confidence: none, Bbox: none
Text: деление, Number: none, Confidence: none, Bbox: none
Text: Тоже, Number: none, Confidence: none, Bbox: none
Text: самое, Number: none, Confidence: none, Bbox: none
Text: происходит, Number: none, Confidence: none, Bbox: none
Text: капиллярах, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Ты, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: конечностях, Number: none, Confidence: none, Bbox: none
Text: гораздо, Number: none, Confidence: none, Bbox: none
Text: выше, Number: none, Confidence: none, Bbox: none
Text: разница, Number: none, Confidence: none, Bbox: none
Text: пищ, Number: none, Confidence: none, Bbox: none
Text: щей, Number: none, Confidence: none, Bbox: none
Text: чем, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: Это, Number: none, Confidence: none, Bbox: none
Text: обусловленное, Number: none, Confidence: none, Bbox: none
Text: разметается, Number: none, Confidence: none, Bbox: none
Text: тел, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: жировая, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: также, Number: none, Confidence: none, Bbox: none
Text: удаленностью, Number: none, Confidence: none, Bbox: none
Text: от, Number: none, Confidence: none, Bbox: none
Text: сердца, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: У, Number: none, Confidence: none, Bbox: none
Text: людей, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: длительном, Number: none, Confidence: none, Bbox: none
Text: патологически, Number: none, Confidence: none, Bbox: none
Text: повышенном, Number: none, Confidence: none, Bbox: none
Text: артериальном, Number: none, Confidence: none, Bbox: none
Text: давлении, Number: none, Confidence: none, Bbox: none
Text: может, Number: none, Confidence: none, Bbox: none
Text: воз, Number: none, Confidence: none, Bbox: none
Text: артериальном, Number: none, Confidence: none, Bbox: none
Text: давлении, Number: none, Confidence: none, Bbox: none
Text: может, Number: none, Confidence: none, Bbox: none
Text: воз-, Number: none, Confidence: none, Bbox: none
