Text: Все, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: бланки, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: и, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: контрольные, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: измерительные, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: материалы, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: риалы, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: рассматриваются, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: в, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: комплекте, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: no22, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: отрицательный, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: контроль, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: предполагает, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: отсутстссюбого, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: воздействия, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: а, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: в, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: представленном, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: отрицательном, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: контроле, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: на, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: буче, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: литый, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: объект, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: изучаемый, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: тлеют, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: нашестов, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: вирусных, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: ют, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: частиц, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: гвоздей, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: воздействуют, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: лена, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: лекарственный, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: пре, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: препарата, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: бери, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: что, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: дает, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: эксперимент, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: Отрицательный, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: контроль, Number: 22, Confidence: 0.31, Bbox: [76.86296081542969, 50.428165435791016, 2300.999267578125, 875.1825561523438]
Text: заразить, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: листки, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: зара, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: года, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: человека, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: вирусом, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: имунодедлициста, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: при, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: этом, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: все, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: остальные, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: параметры, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: -де, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: количество, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: исходных, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: вирусных, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: вспых, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: ясных, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: исток, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: давления, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: оставить, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: года, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: без, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: зимний, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: узла, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: за, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: -де, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: нет, Number: 22, Confidence: 0.55, Bbox: [55.75864791870117, 42.16614532470703, 2286.10107421875, 1519.0399169921875]
Text: походя, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: из, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: табличных, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: зна, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: значений, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: года, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: зодчество, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: зна, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: вирусных, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: частиц, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: не, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: уменьшалось, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: после, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: введения, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: значит, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
Text: вирусные, Number: 24, Confidence: 0.45, Bbox: [22.633996963500977, 1537.8616943359375, 2296.976318359375, 2590.0]
