Text: -с, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: -с, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: -с, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: Отрицательный, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: контроль, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: пронаблюдать, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: за, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: изменением, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: клеток, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: в, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: образце, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: не, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: подвергался, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: их, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: года, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: экспериментальному, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: воздействию, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: обновление, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: препарата, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: года, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: оставив, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: все, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: остальные, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: условия, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: без, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: изменений, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: -с, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: гово, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: Такой, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: отрицательный, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: контроль, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: не, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: кодек, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: вытек, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: а, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: что, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: следуемый, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: объект, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: подвергает, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: экспер, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: церемониальному, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: возд, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: воздействии, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: no28, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: Ряд, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: корм, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: кисть, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: нет, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: анналам, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: кисти, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
Text: нет, Number: 28, Confidence: 0.68, Bbox: [23.731178283691406, 0.0, 2310.0, 2447.3427734375]
