Text: -с, Number: none, Confidence: none, Bbox: none
Text: Возбуждение, Number: none, Confidence: none, Bbox: none
Text: зрительных, Number: none, Confidence: none, Bbox: none
Text: рецепторов, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: головному, Number: none, Confidence: none, Bbox: none
Text: могу, Number: none, Confidence: none, Bbox: none
Text: тельные, Number: none, Confidence: none, Bbox: none
Text: обработка, Number: none, Confidence: none, Bbox: none
Text: сонара, Number: none, Confidence: none, Bbox: none
Text: переход, Number: none, Confidence: none, Bbox: none
Text: сигнала, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: спюностдепительн, Number: none, Confidence: none, Bbox: none
Text: репью, Number: none, Confidence: none, Bbox: none
Text: железы, Number: none, Confidence: none, Bbox: none
Text: выделение, Number: none, Confidence: none, Bbox: none
Text: слюны, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: респект, Number: none, Confidence: none, Bbox: none
Text: работает, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: постоянном, Number: none, Confidence: none, Bbox: none
Text: уровне, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: инстинкт, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: определенные, Number: none, Confidence: none, Bbox: none
Text: моменты, Number: none, Confidence: none, Bbox: none
Text: жизни, Number: none, Confidence: none, Bbox: none
Text: (25.), Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: соленая, Number: none, Confidence: none, Bbox: none
Text: артерия, Number: none, Confidence: none, Bbox: none
Text: находится, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: нее, Number: none, Confidence: none, Bbox: none
Text: У, Number: none, Confidence: none, Bbox: none
Text: жирафов, Number: none, Confidence: none, Bbox: none
Text: шея, Number: none, Confidence: none, Bbox: none
Text: гораздо, Number: none, Confidence: none, Bbox: none
Text: длиннее, Number: none, Confidence: none, Bbox: none
Text: чем, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
