Text: -де, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: -де, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: за, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: признаки, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: -де, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: ехав, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: здоровый, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: ехав, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: аномалия, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: и, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: здоровый, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: воздухов, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: аномалия, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: в, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: кисти, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: гипертрихоз, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: набольший, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: здоровый, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: рассветные, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: памяти, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: -де, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: у, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: руа, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: хавхавздоровая, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: девочка, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: носитель, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: гипертрихоза, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: здоровая, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: девочка, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: носитель, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: двух, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: заболеваем, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: полностью, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: мальчик, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: здоровый, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: мальчик, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: носитель, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: нажатии, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: за, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: здоровый, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: мальчик, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: носитель, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: закомара, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: здоровая, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
Text: девочка, Number: 28, Confidence: 0.91, Bbox: [38.84693908691406, 70.52638244628906, 2310.0, 2552.94580078125]
