Text: -с, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: пищевом, Number: none, Confidence: none, Bbox: none
Text: центре, Number: none, Confidence: none, Bbox: none
Text: головного, Number: none, Confidence: none, Bbox: none
Text: мозга, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: организма, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: самого, Number: none, Confidence: none, Bbox: none
Text: ро, Number: none, Confidence: none, Bbox: none
Text: бдения, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: его, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: нужно, Number: none, Confidence: none, Bbox: none
Text: подкреплять, Number: none, Confidence: none, Bbox: none
Text: условным, Number: none, Confidence: none, Bbox: none
Text: раздражителем, Number: none, Confidence: none, Bbox: none
Text: он, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: исчезает, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: течении, Number: none, Confidence: none, Bbox: none
Text: жизни, Number: none, Confidence: none, Bbox: none
Text: Инстинкт, Number: none, Confidence: none, Bbox: none
Text: Сначала, Number: none, Confidence: none, Bbox: none
Text: собак, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: дастся, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: раздражитель, Number: none, Confidence: none, Bbox: none
Text: например, Number: none, Confidence: none, Bbox: none
Text: еда, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: ав, Number: none, Confidence: none, Bbox: none
Text: головной, Number: none, Confidence: none, Bbox: none
Text: мозг, Number: none, Confidence: none, Bbox: none
Text: приходит, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: выдела, Number: none, Confidence: none, Bbox: none
Text: гудении, Number: none, Confidence: none, Bbox: none
Text: слоны, Number: none, Confidence: none, Bbox: none
Text: начала, Number: none, Confidence: none, Bbox: none
Text: смокал, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Затем, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: безусловного, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: нужно, Number: none, Confidence: none, Bbox: none
Text: освет, Number: none, Confidence: none, Bbox: none
Text: показать, Number: none, Confidence: none, Bbox: none
Text: условный, Number: none, Confidence: none, Bbox: none
Text: раздражитель, Number: none, Confidence: none, Bbox: none
Text: который, Number: none, Confidence: none, Bbox: none
Text: через, Number: none, Confidence: none, Bbox: none
Text: анализаторы, Number: none, Confidence: none, Bbox: none
Text: например, Number: none, Confidence: none, Bbox: none
Text: глаза, Number: none, Confidence: none, Bbox: none
Text: подает, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: также, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: головной, Number: none, Confidence: none, Bbox: none
Text: мозг, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Сложится, Number: none, Confidence: none, Bbox: none
Text: связь, Number: none, Confidence: none, Bbox: none
Text: которая, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: дальнейшем, Number: none, Confidence: none, Bbox: none
Text: будет, Number: none, Confidence: none, Bbox: none
Text: выделать, Number: none, Confidence: none, Bbox: none
Text: слону, Number: none, Confidence: none, Bbox: none
Text: без, Number: none, Confidence: none, Bbox: none
Text: еда, Number: none, Confidence: none, Bbox: none
Text: но, Number: none, Confidence: none, Bbox: none
Text: условным, Number: none, Confidence: none, Bbox: none
Text: разрази, Number: none, Confidence: none, Bbox: none
Text: отелем, Number: none, Confidence: none, Bbox: none
Text: обяза, Number: none, Confidence: none, Bbox: none
Text: no20), Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: У, Number: none, Confidence: none, Bbox: none
Text: жирафа, Number: none, Confidence: none, Bbox: none
Text: наблюдается, Number: none, Confidence: none, Bbox: none
Text: высокое, Number: none, Confidence: none, Bbox: none
Text: артериальное, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: сонных, Number: none, Confidence: none, Bbox: none
Text: артериях, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: пирафживотное, Number: none, Confidence: none, Bbox: none
Text: обладающее, Number: none, Confidence: none, Bbox: none
Text: большим, Number: none, Confidence: none, Bbox: none
Text: телами, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Далее, Number: none, Confidence: none, Bbox: none
Text: эксперимент, Number: none, Confidence: none, Bbox: none
Text: повторить, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: обеими, Number: none, Confidence: none, Bbox: none
Text: раздражителями, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: должен, Number: none, Confidence: none, Bbox: none
Text: быть, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: раньше, Number: none, Confidence: none, Bbox: none
Text: безусловного, Number: none, Confidence: none, Bbox: none
Text: разражителями,, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: должен, Number: none, Confidence: none, Bbox: none
Text: быть, Number: none, Confidence: none, Bbox: none
Text: ,, Number: none, Confidence: none, Bbox: none
Text: раньше, Number: none, Confidence: none, Bbox: none
Text: безусловного., Number: none, Confidence: none, Bbox: none
